fee_id,payment_id,fee_amount,fee_type,fee_date
FEE_90049,PAY_10049,170.00,PROCESSING_FEE,2026-08-05 09:11:39
FEE_90050,PAY_10050,90.00,PROCESSING_FEE,2026-08-05 11:43:33
FEE_90051,PAY_10051,1000.00,PROCESSING_FEE,2026-08-05 13:07:46
FEE_90052,PAY_10052,170.00,PROCESSING_FEE,2026-08-05 15:17:24
FEE_90053,PAY_10053,150.00,PROCESSING_FEE,2026-08-05 17:25:43
FEE_90054,PAY_10054,250.00,PROCESSING_FEE,2026-08-05 19:24:43
FEE_90055,PAY_10055,250.00,PROCESSING_FEE,2026-08-05 21:13:13
FEE_90056,PAY_10056,250.00,PROCESSING_FEE,2026-08-05 23:16:40
FEE_90057,PAY_10057,300.00,PROCESSING_FEE,2026-08-06 01:05:20
FEE_90058,PAY_10058,-400.00,PROCESSING_FEE,2026-08-06 03:42:39
FEE_90059,PAY_10059,500.00,PROCESSING_FEE,2026-08-06 05:33:44
FEE_90060,PAY_10060,170.00,PROCESSING_FEE,2026-08-06 07:10:19
FEE_90061,PAY_10061,90.00,PROCESSING_FEE,2026-08-06 09:20:44
FEE_90062,PAY_10062,30.00,PROCESSING_FEE,2026-08-06 11:06:03
FEE_90063,PAY_10063,90.00,PROCESSING_FEE,2026-08-06 13:31:57
FEE_90064,PAY_10064,50.00,PROCESSING_FEE,2026-08-06 15:29:32
FEE_90065,PAY_10065,100.00,PROCESSING_FEE,2026-08-06 17:05:58
FEE_90066,PAY_10066,40.00,PROCESSING_FEE,2026-08-06 19:34:04
FEE_90067,PAY_10067,1000.00,PROCESSING_FEE,2026-08-06 21:13:52
FEE_90068,PAY_10068,1000.00,PROCESSING_FEE,2026-08-06 23:43:21
FEE_90069,PAY_10069,500.00,PROCESSING_FEE,2026-08-07 01:40:29
FEE_90070,PAY_10070,136.00,PROCESSING_FEE,2026-08-07 03:21:49
FEE_90071,PAY_10071,136.00,PROCESSING_FEE,2026-08-07 05:38:32
FEE_90072,PAY_10072,170.00,PROCESSING_FEE,2026-08-07 07:23:16
FEE_90073,PAY_10073,100.00,PROCESSING_FEE,2026-08-07 09:39:06
FEE_90074,PAY_10074,300.00,PROCESSING_FEE,2026-08-07 11:14:46
FEE_90075,PAY_10075,20.00,PROCESSING_FEE,2026-08-07 13:26:35
FEE_90076,PAY_10076,10.00,PROCESSING_FEE,2026-08-07 15:29:58
FEE_90077,PAY_10077,150.00,PROCESSING_FEE,2026-08-07 17:29:31
FEE_90078,PAY_10078,100.00,PROCESSING_FEE,2026-08-07 19:31:35
FEE_90079,PAY_10079,10.00,PROCESSING_FEE,2026-08-07 21:19:18
FEE_90080,PAY_10080,-60.00,PROCESSING_FEE,2026-08-07 23:26:43
FEE_90081,PAY_10081,250.00,PROCESSING_FEE,2026-08-08 01:13:40
FEE_90082,PAY_10082,300.00,PROCESSING_FEE,2026-08-08 03:41:43
FEE_90083,PAY_10083,250.00,PROCESSING_FEE,2026-08-08 05:34:12
FEE_90084,PAY_10084,250.00,PROCESSING_FEE,2026-08-08 07:18:30
FEE_90085,PAY_10085,10.00,PROCESSING_FEE,2026-08-08 09:21:54
FEE_90086,PAY_10086,20.00,PROCESSING_FEE,2026-08-08 11:27:15
FEE_90087,PAY_10087,50.00,PROCESSING_FEE,2026-08-08 13:20:13
FEE_90088,PAY_10088,90.00,PROCESSING_FEE,2026-08-08 15:13:31
FEE_90089,PAY_10089,40.00,PROCESSING_FEE,2026-08-08 17:28:11
FEE_90090,PAY_10090,150.00,PROCESSING_FEE,2026-08-08 19:24:07
FEE_90091,PAY_10091,90.00,PROCESSING_FEE,2026-08-08 21:41:44
FEE_90092,PAY_10092,40.00,PROCESSING_FEE,2026-08-08 23:42:45
FEE_90093,PAY_10093,20.00,PROCESSING_FEE,2026-08-09 01:43:52
FEE_90094,PAY_10094,1000.00,PROCESSING_FEE,2026-08-09 03:32:43
FEE_90095,PAY_10095,40.00,PROCESSING_FEE,2026-08-09 05:26:01
FEE_90096,PAY_10096,50.00,PROCESSING_FEE,2026-08-09 07:32:24
FEE_90097,PAY_10097,136.00,PROCESSING_FEE,2026-08-09 09:16:47
FEE_90098,PAY_10098,300.00,PROCESSING_FEE,2026-08-09 11:39:50
FEE_90099,PAY_10099,30.00,PROCESSING_FEE,2026-08-09 13:42:18
FEE_90100,PAY_10100,250.00,PROCESSING_FEE,2026-08-09 15:33:16
FEE_90101,PAY_10101,500.00,PROCESSING_FEE,2026-08-09 17:06:32
FEE_90102,PAY_10102,136.00,PROCESSING_FEE,2026-08-09 19:21:22
FEE_90103,PAY_10103,100.00,PROCESSING_FEE,2026-08-09 21:05:34
FEE_90104,PAY_10104,500.00,PROCESSING_FEE,2026-08-09 23:36:36
FEE_90105,PAY_10105,150.00,PROCESSING_FEE,2026-08-10 01:36:29
FEE_90106,PAY_10106,200.00,PROCESSING_FEE,2026-08-10 03:30:45
FEE_90107,PAY_10107,170.00,PROCESSING_FEE,2026-08-10 05:40:34
FEE_90108,PAY_10108,40.00,PROCESSING_FEE,2026-08-10 07:22:20
FEE_90109,PAY_10109,-60.00,PROCESSING_FEE,2026-08-10 09:25:08
FEE_90110,PAY_10110,1000.00,PROCESSING_FEE,2026-08-10 11:18:48
FEE_90111,PAY_10111,100.00,PROCESSING_FEE,2026-08-10 13:11:54
FEE_90112,PAY_10112,50.00,PROCESSING_FEE,2026-08-10 15:28:12
FEE_90113,PAY_10113,50.00,PROCESSING_FEE,2026-08-10 17:07:04
FEE_90114,PAY_10114,150.00,PROCESSING_FEE,2026-08-10 19:36:07
FEE_90115,PAY_10115,20.00,PROCESSING_FEE,2026-08-10 21:35:29
FEE_90116,PAY_10116,500.00,PROCESSING_FEE,2026-08-10 23:12:53
FEE_90117,PAY_10117,50.00,PROCESSING_FEE,2026-08-11 01:45:44
FEE_90118,PAY_10118,300.00,PROCESSING_FEE,2026-08-11 03:10:16
FEE_90119,PAY_10119,400.00,PROCESSING_FEE,2026-08-11 05:44:15
FEE_90120,PAY_10120,150.00,PROCESSING_FEE,2026-08-11 07:24:56
FEE_90121,PAY_10121,40.00,PROCESSING_FEE,2026-08-11 09:44:04
FEE_90122,PAY_10122,30.00,PROCESSING_FEE,2026-08-11 11:45:14
FEE_90123,PAY_10123,60.00,PROCESSING_FEE,2026-08-11 13:20:12
FEE_90124,PAY_10124,500.00,PROCESSING_FEE,2026-08-11 15:31:29
FEE_90125,PAY_10125,150.00,PROCESSING_FEE,2026-08-11 17:07:15
FEE_90126,PAY_10126,136.00,PROCESSING_FEE,2026-08-11 19:34:05
FEE_90127,PAY_10127,40.00,PROCESSING_FEE,2026-08-11 21:42:43
FEE_90128,PAY_10128,50.00,PROCESSING_FEE,2026-08-11 23:19:42
FEE_90129,PAY_10129,150.00,PROCESSING_FEE,2026-08-12 01:08:11
FEE_90130,PAY_10130,250.00,PROCESSING_FEE,2026-08-12 03:12:30
FEE_90131,PAY_10131,30.00,PROCESSING_FEE,2026-08-12 05:37:35
FEE_90132,PAY_10132,170.00,PROCESSING_FEE,2026-08-12 07:07:57
FEE_90133,PAY_10133,10.00,PROCESSING_FEE,2026-08-12 09:21:02
FEE_90134,PAY_10134,500.00,PROCESSING_FEE,2026-08-12 11:22:37
FEE_90135,PAY_10135,-300.00,PROCESSING_FEE,2026-08-12 13:33:59
FEE_90136,PAY_10136,300.00,PROCESSING_FEE,2026-08-12 15:36:06
FEE_90137,PAY_10137,60.00,PROCESSING_FEE,2026-08-12 17:26:21
FEE_90138,PAY_10138,250.00,PROCESSING_FEE,2026-08-12 19:31:45
FEE_90139,PAY_10139,170.00,PROCESSING_FEE,2026-08-12 21:40:03
FEE_90140,PAY_10140,10.00,PROCESSING_FEE,2026-08-12 23:12:50
FEE_90141,PAY_10141,90.00,PROCESSING_FEE,2026-08-13 01:39:30
FEE_90142,PAY_10142,400.00,PROCESSING_FEE,2026-08-13 03:28:40
FEE_90143,PAY_10143,50.00,PROCESSING_FEE,2026-08-13 05:08:14
FEE_90144,PAY_10144,40.00,PROCESSING_FEE,2026-08-13 07:33:57
FEE_90145,PAY_10145,60.00,PROCESSING_FEE,2026-08-13 09:45:39
FEE_90146,PAY_10146,30.00,PROCESSING_FEE,2026-08-13 11:40:01
FEE_90147,PAY_10147,50.00,PROCESSING_FEE,2026-08-13 13:12:30
FEE_90148,PAY_10148,500.00,PROCESSING_FEE,2026-08-13 15:37:46
FEE_90149,PAY_10149,250.00,PROCESSING_FEE,2026-08-13 17:20:30
FEE_90150,PAY_10150,30.00,PROCESSING_FEE,2026-08-13 19:43:33
FEE_90151,PAY_10151,10.00,PROCESSING_FEE,2026-08-13 21:31:22
FEE_90152,PAY_10152,50.00,PROCESSING_FEE,2026-08-13 23:42:38
FEE_90153,PAY_10153,250.00,PROCESSING_FEE,2026-08-14 01:39:31
FEE_90154,PAY_10154,100.00,PROCESSING_FEE,2026-08-14 03:25:56
FEE_90155,PAY_10155,170.00,PROCESSING_FEE,2026-08-14 05:29:15
FEE_90156,PAY_10156,50.00,PROCESSING_FEE,2026-08-14 07:29:25
FEE_90157,PAY_10157,170.00,PROCESSING_FEE,2026-08-14 09:07:09
FEE_90158,PAY_10158,10.00,PROCESSING_FEE,2026-08-14 11:33:07
FEE_90159,PAY_10159,30.00,PROCESSING_FEE,2026-08-14 13:31:56
FEE_90160,PAY_10160,-250.00,PROCESSING_FEE,2026-08-14 15:35:51
FEE_90161,PAY_10161,250.00,PROCESSING_FEE,2026-08-14 17:10:55
FEE_90162,PAY_10162,20.00,PROCESSING_FEE,2026-08-14 19:45:46
FEE_90163,PAY_10163,150.00,PROCESSING_FEE,2026-08-14 21:44:05
FEE_90164,PAY_10164,40.00,PROCESSING_FEE,2026-08-14 23:10:28
FEE_90165,PAY_10165,170.00,PROCESSING_FEE,2026-08-15 01:24:58
FEE_90166,PAY_10166,-50.00,PROCESSING_FEE,2026-08-15 03:23:23
FEE_90167,PAY_10167,60.00,PROCESSING_FEE,2026-08-15 05:38:27
FEE_90168,PAY_10168,100.00,PROCESSING_FEE,2026-08-15 07:16:06
FEE_90169,PAY_10169,136.00,PROCESSING_FEE,2026-08-15 09:42:10
FEE_90170,PAY_10170,150.00,PROCESSING_FEE,2026-08-15 11:21:43
FEE_90171,PAY_10171,200.00,PROCESSING_FEE,2026-08-15 13:39:11
FEE_90172,PAY_10172,136.00,PROCESSING_FEE,2026-08-15 15:24:41
FEE_90173,PAY_10173,40.00,PROCESSING_FEE,2026-08-15 17:24:13
FEE_90174,PAY_10174,-150.00,PROCESSING_FEE,2026-08-15 19:29:37
FEE_90175,PAY_10175,136.00,PROCESSING_FEE,2026-08-15 21:06:54
FEE_90176,PAY_10176,500.00,PROCESSING_FEE,2026-08-15 23:08:59
FEE_90177,PAY_10177,90.00,PROCESSING_FEE,2026-08-16 01:19:39
FEE_90178,PAY_10178,-20.00,PROCESSING_FEE,2026-08-16 03:13:41
FEE_90179,PAY_10179,50.00,PROCESSING_FEE,2026-08-16 05:33:03
FEE_90180,PAY_10180,300.00,PROCESSING_FEE,2026-08-16 07:10:59
FEE_90181,PAY_10181,1000.00,PROCESSING_FEE,2026-08-16 09:17:09
FEE_90182,PAY_10182,500.00,PROCESSING_FEE,2026-08-16 11:22:54
FEE_90183,PAY_10183,30.00,PROCESSING_FEE,2026-08-16 13:26:52
FEE_90184,PAY_10184,250.00,PROCESSING_FEE,2026-08-16 15:19:56
FEE_90185,PAY_10185,136.00,PROCESSING_FEE,2026-08-16 17:28:06
FEE_90186,PAY_10186,136.00,PROCESSING_FEE,2026-08-16 19:12:30
FEE_90187,PAY_10187,40.00,PROCESSING_FEE,2026-08-16 21:29:53
FEE_90188,PAY_10188,170.00,PROCESSING_FEE,2026-08-16 23:19:31
FEE_90189,PAY_10189,400.00,PROCESSING_FEE,2026-08-17 01:19:42
FEE_90190,PAY_10190,20.00,PROCESSING_FEE,2026-08-17 03:31:08
FEE_90191,PAY_10191,50.00,PROCESSING_FEE,2026-08-17 05:12:07
FEE_90192,PAY_10192,-300.00,PROCESSING_FEE,2026-08-17 07:34:24
FEE_90193,PAY_10193,40.00,PROCESSING_FEE,2026-08-17 09:14:57
FEE_90194,PAY_10194,200.00,PROCESSING_FEE,2026-08-17 11:44:27
FEE_90195,PAY_10195,40.00,PROCESSING_FEE,2026-08-17 13:33:29
FEE_90196,PAY_10196,20.00,PROCESSING_FEE,2026-08-17 15:28:35
FEE_90197,PAY_10197,-30.00,PROCESSING_FEE,2026-08-17 17:22:13
FEE_90198,PAY_10198,10.00,PROCESSING_FEE,2026-08-17 19:18:42
FEE_90199,PAY_10199,90.00,PROCESSING_FEE,2026-08-17 21:26:16
FEE_90200,PAY_10200,100.00,PROCESSING_FEE,2026-08-17 23:40:14
