settlement_id,payment_id,settlement_amount,settlement_date,settlement_status,settlement_reference,settlement_batch_id
SET_70083,PAY_10085,190.00,2026-08-09 13:21:00,SETTLED,SR_16826,BATCH_105
SET_70084,PAY_10086,980.00,2026-08-11 12:27:00,SETTLED,SR_14067,BATCH_106
SET_70085,PAY_10087,2450.00,2026-08-09 18:20:00,SETTLED,SR_41266,BATCH_107
SET_70086,PAY_10088,4160.00,2026-08-11 16:13:00,SETTLED,SR_43586,BATCH_108
SET_70087,PAY_10089,1960.00,2026-08-11 22:28:00,SETTLED,SR_31465,BATCH_109
SET_70088,PAY_REF_10090_ALT,7350.00,2026-08-11 20:24:00,SETTLED,SR_ORD_50090,BATCH_110
SET_70089,PAY_10091,4410.00,2026-08-11 01:41:00,SETTLED,SR_19961,BATCH_101
SET_70090,PAY_10092,1960.00,2026-08-12 01:42:00,SETTLED,SR_49529,BATCH_102
SET_70091,PAY_10093,830.00,2026-08-10 06:43:00,SETTLED,SR_79827,BATCH_103
SET_70092,PAY_10094,49000.00,2026-08-11 04:32:00,SETTLED,SR_94874,BATCH_104
SET_70093,PAY_10096,2450.00,2026-08-12 11:32:00,SETTLED,SR_67080,BATCH_106
SET_70094,PAY_10097,6664.00,2026-08-12 15:16:00,SETTLED,SR_90728,BATCH_107
SET_70095,PAY_REF_10098_ALT,14700.00,2026-08-11 15:39:00,SETTLED,SR_ORD_50098,BATCH_108
SET_70096,PAY_10099,1470.00,2026-08-11 15:42:00,SETTLED,SR_46559,BATCH_109
SET_70097,PAY_10100,12250.00,2026-08-11 20:33:00,SETTLED,SR_54092,BATCH_110
SET_70098,PAY_10101,24500.00,2026-08-11 19:06:00,SETTLED,SR_37802,BATCH_101
SET_70099,PAY_10101,24500.00,2026-08-11 20:06:00,SETTLED,SR_56507,BATCH_101
SET_70100,PAY_10102,6664.00,2026-08-12 00:21:00,SETTLED,SR_82848,BATCH_102
SET_70101,PAY_10103,4900.00,2026-08-10 22:05:00,SETTLED,SR_63271,BATCH_103
SET_70102,PAY_REF_10104_ALT,24500.00,2026-08-11 05:36:00,SETTLED,SR_ORD_50104,BATCH_104
SET_70103,PAY_10105,7350.00,2026-08-11 02:36:00,SETTLED,SR_39045,BATCH_105
SET_70104,PAY_10106,9800.00,2026-08-11 06:30:00,SETTLED,SR_72031,BATCH_106
SET_70105,PAY_10107,8180.00,2026-08-12 09:40:00,SETTLED,SR_69473,BATCH_107
SET_70106,PAY_10108,1960.00,2026-08-12 09:22:00,SETTLED,SR_35242,BATCH_108
SET_70107,PAY_10109,4500.00,2026-08-13 14:25:00,PENDING,SR_CORRUPT_35105,BATCH_109
SET_70108,PAY_10110,48700.00,2026-08-12 14:18:00,SETTLED,SR_47093,BATCH_110
SET_70109,PAY_REF_10111_ALT,4900.00,2026-08-11 16:11:00,SETTLED,SR_ORD_50111,BATCH_101
SET_70110,PAY_10112,2450.00,2026-08-12 16:28:00,SETTLED,SR_45954,BATCH_102
SET_70111,PAY_10113,2450.00,2026-08-13 20:07:00,SETTLED,SR_93606,BATCH_103
SET_70112,PAY_10114,7350.00,2026-08-12 00:36:00,SETTLED,SR_71524,BATCH_104
SET_70113,PAY_10115,980.00,2026-08-12 23:35:00,SETTLED,SR_43092,BATCH_105
SET_70114,PAY_10115,980.00,2026-08-13 00:35:00,SETTLED,SR_72616,BATCH_105
SET_70115,PAY_10116,24450.00,2026-08-12 03:12:00,SETTLED,SR_85631,BATCH_106
SET_70116,PAY_10117,2150.00,2026-08-12 03:45:00,SETTLED,SR_49824,BATCH_107
SET_70117,PAY_10118,14400.00,2026-08-12 08:10:00,SETTLED,SR_88135,BATCH_108
SET_70118,PAY_10119,19600.00,2026-08-14 09:44:00,SETTLED,SR_68028,BATCH_109
SET_70119,PAY_10120,7350.00,2026-08-14 11:24:00,SETTLED,SR_84531,BATCH_110
SET_70120,PAY_10121,1960.00,2026-08-14 15:44:00,SETTLED,SR_37235,BATCH_101
SET_70121,PAY_10122,1470.00,2026-08-13 17:45:00,SETTLED,SR_30585,BATCH_102
SET_70122,PAY_10123,2940.00,2026-08-14 14:20:00,SETTLED,SR_10350,BATCH_103
SET_70123,PAY_10124,24500.00,2026-08-14 20:31:00,SETTLED,SR_48175,BATCH_104
SET_70124,PAY_10126,6664.00,2026-08-14 21:34:00,SETTLED,SR_91927,BATCH_106
SET_70125,PAY_10127,1960.00,2026-08-13 01:42:00,SETTLED,SR_81376,BATCH_107
SET_70126,PAY_10128,2450.00,2026-08-13 02:19:00,SETTLED,SR_19359,BATCH_108
SET_70127,PAY_10129,7350.00,2026-08-14 06:08:00,SETTLED,SR_67560,BATCH_109
SET_70128,PAY_10130,12250.00,2026-08-15 06:12:00,SETTLED,SR_45683,BATCH_110
SET_70129,PAY_10131,1470.00,2026-08-14 09:37:00,SETTLED,SR_88385,BATCH_101
SET_70130,PAY_10132,8330.00,2026-08-14 13:07:00,SETTLED,SR_89129,BATCH_102
SET_70131,PAY_10133,490.00,2026-08-13 11:21:00,SETTLED,SR_98117,BATCH_103
SET_70132,PAY_10134,24500.00,2026-08-13 13:22:00,SETTLED,SR_78021,BATCH_104
SET_70133,PAY_10135,22500.00,2026-08-14 15:33:00,PENDING,SR_CORRUPT_93202,BATCH_105
SET_70134,PAY_10137,2940.00,2026-08-15 18:26:00,SETTLED,SR_53228,BATCH_107
SET_70135,PAY_REF_10138_ALT,12250.00,2026-08-14 22:31:00,SETTLED,SR_ORD_50138,BATCH_108
SET_70136,PAY_10139,8180.00,2026-08-14 22:40:00,SETTLED,SR_52372,BATCH_109
SET_70137,PAY_10140,490.00,2026-08-15 04:12:00,SETTLED,SR_96200,BATCH_110
SET_70138,PAY_10141,4410.00,2026-08-15 02:39:00,SETTLED,SR_77952,BATCH_101
SET_70139,PAY_10143,2450.00,2026-08-15 10:08:00,SETTLED,SR_47752,BATCH_103
SET_70140,PAY_10144,1960.00,2026-08-16 11:33:00,SETTLED,SR_13783,BATCH_104
SET_70141,PAY_10145,2940.00,2026-08-14 15:45:00,SETTLED,SR_50730,BATCH_105
SET_70142,PAY_10146,1470.00,2026-08-16 15:40:00,SETTLED,SR_39451,BATCH_106
SET_70143,PAY_10147,2200.00,2026-08-14 19:12:00,SETTLED,SR_48254,BATCH_107
SET_70144,PAY_10148,24500.00,2026-08-15 19:37:00,SETTLED,SR_71894,BATCH_108
SET_70145,PAY_10149,12250.00,2026-08-16 19:20:00,SETTLED,SR_34983,BATCH_109
SET_70146,PAY_10150,1470.00,2026-08-16 21:43:00,SETTLED,SR_46208,BATCH_110
SET_70147,PAY_10151,340.00,2026-08-17 00:31:00,SETTLED,SR_49132,BATCH_101
SET_70148,PAY_10152,2450.00,2026-08-17 03:42:00,SETTLED,SR_68529,BATCH_102
SET_70149,PAY_10153,12250.00,2026-08-16 04:39:00,SETTLED,SR_69682,BATCH_103
SET_70150,PAY_10154,4900.00,2026-08-15 09:25:00,SETTLED,SR_84946,BATCH_104
SET_70151,PAY_10155,8330.00,2026-08-16 06:29:00,SETTLED,SR_71993,BATCH_105
SET_70152,PAY_10156,2450.00,2026-08-17 13:29:00,SETTLED,SR_74923,BATCH_106
SET_70153,PAY_10157,8330.00,2026-08-17 14:07:00,SETTLED,SR_23154,BATCH_107
SET_70154,PAY_10158,490.00,2026-08-17 15:33:00,SETTLED,SR_28894,BATCH_108
SET_70155,PAY_REF_10159_ALT,1470.00,2026-08-17 15:31:00,SETTLED,SR_ORD_50159,BATCH_109
SET_70156,PAY_10160,18750.00,2026-08-16 18:35:00,PENDING,SR_CORRUPT_95175,BATCH_110
SET_70157,PAY_10161,12250.00,2026-08-16 23:10:00,SETTLED,SR_51505,BATCH_101
SET_70158,PAY_REF_10162_ALT,980.00,2026-08-17 00:45:00,SETTLED,SR_ORD_50162,BATCH_102
SET_70159,PAY_10163,7350.00,2026-08-16 03:44:00,SETTLED,SR_39817,BATCH_103
SET_70160,PAY_10164,1960.00,2026-08-16 05:10:00,SETTLED,SR_68153,BATCH_104
SET_70161,PAY_10164,1960.00,2026-08-16 06:10:00,SETTLED,SR_31805,BATCH_104
SET_70162,PAY_10165,8330.00,2026-08-16 02:24:00,SETTLED,SR_17355,BATCH_105
SET_70163,PAY_10166,3750.00,2026-08-17 07:23:00,PENDING,SR_CORRUPT_42007,BATCH_106
SET_70164,PAY_10167,2940.00,2026-08-18 11:38:00,SETTLED,SR_32280,BATCH_107
SET_70165,PAY_10168,4900.00,2026-08-18 11:16:00,SETTLED,SR_75230,BATCH_108
SET_70166,PAY_10169,6664.00,2026-08-16 13:42:00,SETTLED,SR_70236,BATCH_109
SET_70167,PAY_10171,9800.00,2026-08-16 17:39:00,SETTLED,SR_87014,BATCH_101
SET_70168,PAY_10172,6664.00,2026-08-17 21:24:00,SETTLED,SR_69878,BATCH_102
SET_70169,PAY_10173,1960.00,2026-08-17 21:24:00,SETTLED,SR_41091,BATCH_103
SET_70170,PAY_10174,11250.00,2026-08-18 00:29:00,PENDING,SR_CORRUPT_48696,BATCH_104
SET_70171,PAY_10175,6664.00,2026-08-19 01:06:00,SETTLED,SR_11061,BATCH_105
SET_70172,PAY_10175,6664.00,2026-08-19 02:06:00,SETTLED,SR_84177,BATCH_105
SET_70173,PAY_10176,24500.00,2026-08-19 05:08:00,SETTLED,SR_47512,BATCH_106
SET_70174,PAY_10177,4110.00,2026-08-18 03:19:00,SETTLED,SR_42850,BATCH_107
SET_70175,PAY_10178,1500.00,2026-08-17 09:13:00,PENDING,SR_CORRUPT_50492,BATCH_108
SET_70176,PAY_10180,14700.00,2026-08-18 10:10:00,SETTLED,SR_33021,BATCH_110
SET_70177,PAY_10181,49000.00,2026-08-19 12:17:00,SETTLED,SR_75771,BATCH_101
SET_70178,PAY_10182,24500.00,2026-08-17 14:22:00,SETTLED,SR_48684,BATCH_102
SET_70179,PAY_10183,1470.00,2026-08-17 17:26:00,SETTLED,SR_28449,BATCH_103
SET_70180,PAY_10184,12250.00,2026-08-19 21:19:00,SETTLED,SR_83048,BATCH_104
SET_70181,PAY_10185,6664.00,2026-08-18 18:28:00,SETTLED,SR_80329,BATCH_105
SET_70182,PAY_10186,6664.00,2026-08-19 01:12:00,SETTLED,SR_86619,BATCH_106
SET_70183,PAY_10188,8330.00,2026-08-18 04:19:00,SETTLED,SR_89964,BATCH_108
SET_70184,PAY_10189,19450.00,2026-08-18 07:19:00,SETTLED,SR_95097,BATCH_109
SET_70185,PAY_10190,980.00,2026-08-18 04:31:00,SETTLED,SR_49893,BATCH_110
SET_70186,PAY_10190,980.00,2026-08-18 05:31:00,SETTLED,SR_74569,BATCH_110
SET_70187,PAY_10191,2450.00,2026-08-18 10:12:00,SETTLED,SR_60940,BATCH_101
SET_70188,PAY_10192,22500.00,2026-08-20 13:34:00,PENDING,SR_CORRUPT_86983,BATCH_102
SET_70189,PAY_10193,1960.00,2026-08-19 15:14:00,SETTLED,SR_74139,BATCH_103
SET_70190,PAY_10194,9800.00,2026-08-19 12:44:00,SETTLED,SR_38477,BATCH_104
SET_70191,PAY_10195,1960.00,2026-08-18 16:33:00,SETTLED,SR_99873,BATCH_105
SET_70192,PAY_10196,980.00,2026-08-20 18:28:00,SETTLED,SR_62184,BATCH_106
SET_70193,PAY_10197,2250.00,2026-08-18 21:22:00,PENDING,SR_CORRUPT_96870,BATCH_107
SET_70194,PAY_10198,490.00,2026-08-21 00:18:00,SETTLED,SR_16629,BATCH_108
SET_70195,PAY_10199,4410.00,2026-08-19 02:26:00,SETTLED,SR_18992,BATCH_109
